user_id	f	p	n
A1R4BQ5PHFZHRP	14	1	3
A1R5RCF56873AZ	1	1	2
A1M60HDNCVLM3I	3	2	0
A1QTFAVJ6C2HYO	0	3	1
A1O2M7CTBT3DZU	26	2	1
A1QUVN29PKBY4J	16	0	2
A1QEXI3EOSECP9	16	3	2
A1R817CX50J5ZA	11	1	2
A1R97SVXSUBGVI	9	2	0
A1OH33MR6K4G5J	11	5	0
A1RAZ9LMMT2UHZ	0	0	1
A1O4CNN54OD2KH	10	1	2
A1RD39D6JE015B	8	4	0
A1RE24CUHUFDVK	0	1	0
A1O5KQO0CEJE3F	12	1	1
A1M7GV10LNTMZB	7	6	2
A1M8XSZGTORB30	5	1	0
A1QFUOCSCA70OK	18	1	1
A1RFDHX5W6HB74	1	3	0
A1MA0NZ182LVCG	93	1	2
A1O6Q1PHOFW7R9	7	3	0
A1OI47HE0N6XLA	7	3	1
A1RG9ONC4NLXIS	2	0	2
A1MB28ALOY3HZB	6	4	1
A1QGUJB5TQA022	85	2	3
A1RHIKYBEAZ4F2	51	2	0
A1QWZV1DA978LR	13	2	2
A1QZ2GPVDLGWGT	0	2	0
A1QI68F1S4KYQ4	0	1	0
A1MC4XV8VTWO2	0	2	0
A1R0XN3TR35XOD	2	2	1
A1OJIED1LRM5GT	31	3	1
A1MCPJ1KFXN83	2	4	1
A1OKJRU72FKWCF	22	2	0
A1R2FPZ1MJBK2B	5	1	2
A1V2542L08YPYC	164	21	21
A1QIZIUG3SB6NT	1	1	3
A1V40IAHOEOIZM	2	1	1
A1MDQEQS40JV8J	9	5	1
A1V5O2JIWFR8RJ	3	1	0
A1V7T4C5SB1EVZ	4	3	0
A1MEVFB8EJ8BKU	2	0	1
A1V8YHSR962NDW	1	4	0
A1QJWW6IXVY5OD	6	2	1
A1QKJYG8QKDXSK	16	2	0
A1VAFN2AUHLO50	10	0	1
A1QLN56MU98B50	2	1	0
A1O7K8VBIPIOH8	49	23	4
A1VC563NXK6Q5W	1	1	0
A1MGFKT7IYJ4V	5	4	0
A1VDK6802Y3K55	13	7	1
A1VGTJTQF6ANZ4	1	0	1
A1MHTULFO9UTCF	4	3	1
A1OA5PS52GB4LI	36	2	1
A1QMVZE26PJ59H	27	2	0
A1MK1YO5H0EER2	8	1	0
A1VK0NXSULHYXE	37	6	0
A1VL4XIP3GPZ5R	6	2	0
A1MLJ1EQPP4NGL	7	0	1
A1MMQEHR8GXNW	7	3	0
A1VM0ZLE0NIVAC	74	3	1
A1OAWYV4YIFOJH	57	5	5
A1VPJTNSVMT0JQ	0	0	1
A1MNYU7BPL912	44	1	1
A1W2IA9FUX6TTW	3	1	1
A1QO6HTLVZ4MMC	49	5	1
A1OLQB095FD7JJ	14	4	7
A1MPC2WRI8ENMP	2	2	0
A1OBZOJLV38ZWU	41	2	0
A1QPNOZ88CZA90	12	2	0
A1QRVN73MCX98K	10	2	0
A1WB2RF97TFPPB	94	8	1
A1QSUMXE1O21EY	18	1	1
A1QU05ISBD2FP4	3	2	1
A1MQ58MF9UXGVK	2	1	1
A1QW4A39K7CKKS	2	1	0
A1QXL2T8K9F0J9	7	1	1
A1OMHUU58XHQNG	34	9	1
A1WJSSCF4K4LFI	33	20	3
A1MQSERMIZO7VH	2	2	0
A1QZHSA9EN74X5	9	2	1
A1MRGQHQM41AM4	40	3	0
A1ODZK9KEY3S5Y	36	2	4
A1ONKJGMH2VHYS	2	2	1
A1RIKXU9XOQ67	67	16	3
A1MSPP2FDCOKQR	2	1	0
A1R1SEPQ31LR2S	3	1	1
A1RJY9KLFLDU13	16	4	1
A1OFFX41W6XJOM	8	2	1
A1R34J3H0FA463	11	2	1
A1RLA3UT9VMAMZ	3	0	1
A1MUCXL171CLTK	2	4	0
A1OGF59DLSQ35F	22	3	0
A1QA8K3LD9K892	42	15	6
A1R54BQLJVV2TG	22	2	2
A1WUCPUBJ6O2NZ	28	7	3
A1RMNIVY7BSJKN	4	3	0
A1OHOMBMB012OE	7	2	1
A1QCM6LQQ5XXM4	4	2	0
A1QEAUBBU73PB7	4	0	2
A1ROHYS3FGI6JX	1	2	0
A1QF39NB2FAAHQ	14	1	0
A1OIT8ABKPLRPV	8	1	2
A1QG5NJW3LOTSO	0	0	1
A1RQ71V1HMZ4AP	1	1	0
A1R6CCSOQ7MVAQ	46	2	2
A1MVJPIKVCNP86	16	4	2
A1RRB6U4IUL1G2	18	2	0
A1R8IJ0CUO50SQ	1	1	1
A1RT48G31ZRQ7V	28	0	1
A1RVKMX9CZKIBC	2	2	0
A1OK04GCM8CV1Y	17	4	0
A1MWEVW4SL2N27	7	3	1
A1RX2L5ADMMSAJ	13	3	0
A1R9NWDQ6M2TPE	8	4	0
A1RBRY9TN0IRZ0	15	0	1
A1RZ9M6T9QPBT8	1	0	1
A1R4BL5MYUDNDJ	134	30	11
A1MYM335QSZISZ	19	2	5
A1R5GNP5CWJG44	11	1	0
A1R7ZQ910XWHHQ	2	2	0
A1MZQ60STEDAOD	6	3	1
A1N24SWCYLO86K	2	3	1
A1R8VUHEGPI9RV	9	2	0
A1N33W7VTQR0YH	2	1	1
A1RAW902MBGLHM	1	0	1
A1OKXR8GMGJ2H0	3	3	0
A1RZYVL27L7VIQ	24	1	1
A1OLT90P2CVFQ5	27	3	1
A1RCLITKUVR56P	8	1	0
A1OMYYZYXM583X	6	2	0
A1OOHI97LZNJUB	4	2	0
A1RE1JX5CT8F5Y	4	3	0
A1QHEQII6QRVND	29	5	1
A1OPUS0TULS6LH	3	1	1
A1RF3FLLQNPX4O	7	1	1
A1RFZ6EFDF77T2	4	0	1
A1QIC7N9JGNOEI	19	1	1
A1OSTP5XPKRSSF	1	3	0
A1S0YVUJX5M01P	33	6	2
A1OU1KM8MPNEWF	1	0	1
A1S2RBHTU0J6X0	25	2	1
A1OVM1N4R445VB	5	0	1
A1S47TP7FDMJAK	0	4	1
A1OWCHC1HE8HPB	1	1	1
A1S5I7BFAOW610	14	3	0
A1S7GJWYBUIN1J	0	1	0
A1N5CBRDC8EMB0	183	23	4
A1N63P1KY594SY	48	4	0
A1N7MBL8JEYEJM	0	1	0
A1S8K9VH9RMPJC	7	4	0
A1RHE906JUTIBM	10	5	2
A1SAH1NLN9N5XT	4	1	1
A1RIBYNBYAG28L	10	2	1
A1SBY73Y9X61SF	45	1	1
A1OXYWXQ6HTF83	164	14	10
A1SD5VKOVQJG0Q	45	3	0
A1RJW14OJGSP22	22	6	2
A1QJ8RKPWKXI7O	27	21	2
A1OZNTHYZWTVAU	3	2	1
A1RL68BBO7UG91	10	4	0
A1RMDSSBNJXJQ9	10	1	0
A1SEQBP7ZH9AW	61	3	1
A1P1FTGNH84ZEQ	7	1	2
A1ROGX5R8Y3YRE	3	2	1
A1P2UI1ENDY2NS	12	0	1
A1SGEOTSEBEKS6	0	3	0
A1P4ECKPK2C41U	9	2	1
A1RQ5IJUZU0HJL	13	1	1
A1RR7Q287Z254C	17	2	2
A1P5TN3N6L155V	4	1	1
A1P7L5NSQ0TT8C	32	1	1
A1X19HSTCW3H9V	12	11	2
A1RSXQ8KI7RS8B	4	3	0
A1P8SANI238R0	55	4	0
A1RVH98KVT02Z2	6	1	2
A1OPESKKD75GYU	20	11	10
A1ORLVUPJ63L6N	56	1	0
A1RDKS3F25FX5F	53	9	10
A1RX0XPCN9WSQY	6	1	0
A1OTGR2WFHAJO1	14	0	4
A1OUR08YBSUHHB	2	3	1
A1OW45XX2XZF	0	1	0
A1PAF7VC6XWZM4	22	2	4
A1PBV779FOMVXJ	7	0	1
A1OXMUVT1H4PT2	7	1	0
A1RZ4SGHPM27WZ	0	1	1
A1PCWQDNVKAEFR	7	1	2
A1REFJDWDT7HZE	57	4	0
A1PE13G22RGM1I	0	1	0
A1RFODRVIRT6OA	4	1	1
A1RZXJ9XXSB9WY	4	3	0
A1RGGIRRUPTBG8	1	0	1
A1OYW6R2K8DGXH	1	2	1
A1PFRX5NAL6TZW	23	2	0
A1S0QMIBRFW46F	0	0	1
A1S2LFFCJEC3D3	12	1	0
A1P10U6QYTU6H4	17	2	0
A1S463GQOQIRMQ	7	2	0
A1P2I1GKU4YTXU	3	2	1
A1S5897580ZWAR	1	3	1
A1P3USC7KHY1KD	4	3	0
A1P5J2RTXIAWG1	4	1	0
A1PHA82V5BQGAB	27	2	1
A1RHP6PX9UPJ3E	130	12	5
A1S7CN69N4AVTL	0	3	0
A1PHZZGA9RNQRF	40	1	0
A1NAZ112A3P35E	49	21	3
A1NBXIIU812B44	7	1	0
A1S8K4IW19WZPL	10	4	0
A1NDJAGFT3189R	5	1	1
A1PIIGG027G3SU	27	2	1
A1RJADJ12L1IPE	15	5	2
A1SA4Y2YB9U7OJ	5	2	1
A1PJRHTH0NB4AQ	7	2	0
A1QK7J7OXLHJK6	77	27	7
A1SBD1XKU8X7VQ	1	2	0
A1QKUH2DFH6Y84	12	9	1
A1PLH07IUATZNT	0	3	0
A1PMB2N2QZJONB	1	1	1
A1SD2M3P7AU0PM	40	2	0
A1QMARDM7M9NNR	4	1	2
A1SEOWNA4CJG2E	0	0	1
A1RKD5FV95O5OL	94	6	1
A1SHHQSPOWR00F	106	29	18
A1SGCE02PMLNOP	2	1	1
A1SJOBHNXVEIOS	3	0	1
A1RLVM8R3RCNCX	1	0	2
A1QNE83F588I4	97	4	3
A1SHHH2VWZUIX	0	2	0
A1RO1C6903WCIC	4	1	0
A1ROU0MHT1AMV1	3	2	0
A1SJNRWUBWAD72	8	2	1
A1QOUM0V4H5NAS	2	2	1
A1QQE1QUDQYR9A	16	1	1
A1P79562SJL1YB	5	20	3
A1P8B6HOP5CJA0	21	1	0
A1QS97HJI92XCT	4	3	1
A1SKY7IQCPC7SU	11	1	1
A1QTELS208X191	24	1	0
A1SL9WA6YKDO	35	2	1
A1QUP8807OQ57N	13	2	0
A1NEI36ZQL17ZK	32	14	2
A1NGL2V75QZX5L	1	0	1
A1NHJ0VWKDUKZV	8	2	1
A1SM7EGM1LY6QD	4	2	0
A1P9YZK0D837QO	47	11	2
A1QWTLPOOQ5WIG	46	7	1
A1SM5QJYEY8F73	0	1	1
A1QYKS0JT025TB	8	0	1
A1SN6QRCX1TKXB	2	4	0
A1SOS53AOFYNJ1	2	0	1
A1NIPZ9MLZNASR	1	1	0
A1PB1L78S3WTS	58	2	0
A1SN65ICMJLE16	11	3	0
A1PCT1PCGODLZO	2	1	1
A1PDUXDBIJD23N	2	1	0
A1RQLNB72KEBMX	48	7	2
A1SOR84OPEI0GN	21	1	1
A1SQY8U8ID6PO5	9	1	2
A1R0EWFK7YGSHB	1	3	1
A1RRZH9YAPKG4T	0	1	1
A1SSL7MB5QADDD	3	2	1
A1SUGA4T5PSAWH	1	2	1
A1R2A092XYFW1	4	3	0
A1SWMDZPU8AHCE	40	0	2
A1SXQGV3VQDYWD	10	1	2
A1SY81ZQQN7AZB	6	5	0
A1SZ6YPZCM7Q5Q	2	0	1
A1T03TTTBG5ZA	5	1	1
A1R46IEKC3B2IL	11	2	1
A1T2HXMU62TTH4	9	2	3
A1R5FUGCG4O1JO	4	4	1
A1T4B1N0LJMAVG	54	4	3
A1SQVITA4E60BT	32	24	3
A1R71EER14ES5V	32	7	1
A1R8QL0YAF65UZ	1	1	0
A1RAKIZ2YX19AZ	16	0	2
A1SSCNL9PZT4X0	17	1	2
A1RC8EIIDDPS6Y	3	1	2
A1SUAWXWWIZWWV	7	1	0
A1PEITQQFYXYLM	100	31	4
A1PH5L2DWY6FC7	4	1	2
A1PHTJ7A945LEN	2	1	1
A1PI9THQBV7SLJ	2	1	0
A1PJ8D1QGCAG63	0	0	1
A1PL0KTAO5R6ME	25	2	0
A1PM2LX4VGMQMV	12	2	1
A1RU8917PJXXG9	43	11	4
A1RW1HYFHOXPS9	7	3	0
A1PN7XKWM5NRCH	24	6	1
A1RXHQSZM9GF4K	8	5	0
A1RZMMEO4J7OA3	3	0	1
A1T5PMJZCG2FD1	19	18	1
A1T7B0XCAGSFY2	4	0	1
A1POYNBVYHDTFN	0	3	0
A1PRLLR55UDBO3	0	1	0
A1PSWYCVFWZCAC	14	1	1
A1PULLOONX9L63	10	0	2
A1TA0V67E9Y2O8	43	2	3
A1PVCK37XEVIO1	5	0	1
A1TAUHYR6W3HUI	14	0	1
A1TBWWJKJIN6A8	8	3	1
A1TD4H3SD2FCAI	36	4	1
A1S0F1JAVOAUFY	21	4	7
A1TDWQZGL6SCVV	2	1	1
A1PX9AKNG2DKES	9	3	0
A1S1UMKXZ0HT9L	30	4	0
A1S361GL3TIWKK	4	3	0
A1PYN3W6XU7K7Z	0	1	1
A1Q0HG2QQOVKKM	7	1	0
A1Q23KN3L4PHWP	10	1	1
A1Q3PMSZJ85YN4	4	0	1
A1XE2JOZZKMEG6	67	19	4
A1TFB3GAHBMCNN	1	3	0
A1S4G7Z19UFD4S	20	2	1
A1S60ILQ3XX2NE	6	2	0
A1PO24RPVBV09N	71	32	11
A1Q4YOUE3I2VPE	25	1	1
A1PPAXGOVXYSQR	3	1	0
A1TGIOTM8SEV1R	26	1	0
A1XMC6HJEAIAB8	4	1	2
A1THM4TQU21K1B	12	3	0
A1S7KIFHGVF3KW	10	2	1
A1TINIS8BMXDH	1	1	1
A1S8YBFZHDD5WX	16	2	0
A1Q6DO7LELYLPC	57	4	0
A1RDULF2O646SG	13	22	9
A1PS3GVAFWIB5F	27	4	0
A1Q7WQ2A8HV0N2	9	1	1
A1REU29HDVWNGU	10	1	0
A1XWUUP84I4D5R	41	9	3
A1Q9P0RHQDTQUJ	7	2	0
A1SASBWUKGAG95	11	3	0
A1PTKSISKE420D	3	2	1
A1RFYUB31VL93Q	7	2	2
A1SWFOD82SBQZ6	276	18	7
A1TKAUA30IUW7X	7	4	1
A1RH5PM07ROZ0P	8	1	1
A1PUP7OAF1BM06	3	0	2
A1RIASEA3A3I2E	13	1	0
A1RJKTYC03L0JY	24	3	0
A1TM15H3Q8RPR5	7	4	2
A1Y8OHXZLOCNG6	47	10	1
A1TN15A5SNP69P	25	3	0
A1RKYS3YJQ5V43	3	4	1
A1RM8L2HSV3FUW	5	0	1
A1ROEL4I4434MT	5	1	1
A1PW6558R2HDHB	91	8	2
A1SXODI4C34W1M	18	7	4
A1TOLZE777YXKC	23	2	2
A1RPXX9F2MKM91	1	2	0
A1TPIE28DHW8EX	4	2	1
A1RQTFGFW3HWM1	29	3	3
A1SY13D6K5KJ8K	13	1	3
A1PXMNADGHEO3J	14	4	0
A1SZ3WYYWTAMSO	1	0	2
A1RSTTP535EOHU	11	3	1
A1T03BDB01T1TM	13	1	1
A1RV36YHMTT6Z3	2	3	1
A1TQCDD56267A2	52	3	3
A1RWXV9LO7E5EK	2	0	1
A1T2DSIYYSRT2	0	1	0
A1YEGVH2JJUQ8B	23	4	0
A1PZKDHVUCPE23	16	1	1
A1RYSX29B18PYF	1	0	1
A1Q159UV8CSOF4	2	1	1
A1TSV6IZ9PZRQW	14	2	1
A1T3US0HCBJHY4	2	3	1
A1T567CD87U1Y0	1	1	1
A1RZXI5QMWEG02	5	0	3
A1T79K7GJZCHEH	4	1	1
A1S0KX4Z0VP36G	30	3	0
A1QBLF7BMBZXQ4	179	13	9
A1T9RTJ945XCVC	1	3	1
A1S2EPK2ZGTZU2	33	3	1
A1S3G4NR2TF61V	0	1	0
A1YQCMHTVDVC64	37	9	0
A1SC7Z2646QCP9	48	7	0
A1SE200Q227QIO	0	0	1
A1TAUFWLTNRBBV	19	3	1
A1S54SGKZBW8S1	21	3	1
A1QDULNMPXGE6U	6	2	1
A1Q2AVLIBOIZEA	15	6	2
A1TBU3YKWRWC1L	8	1	1
A1S6UBFVNJ8ASF	5	3	0
A1YXZ4DLV0P8BN	75	2	1
A1Q43SF07F235U	3	1	0
A1QESZ556WI9S9	15	3	1
A1TCTKWZ1GCCTQ	28	2	2
A1Q5KXPMEQGCTL	7	2	1
A1Q6M0J13YEO7Z	6	0	2
A1Z8JLU20UQISU	9	2	0
A1SFPB6ZXJ5F8R	5	0	1
A1Q8GVFJJQ943S	2	0	1
A1S888BNPUT5DR	7	4	2
A1SH0EF5ANSCXS	5	3	2
A1QA4EM2KNMBMN	6	0	1
A1S9N8NTYV1QEG	25	0	1
A1SBBYDNWSKU64	3	2	0
A1SIK3A7FRORL2	39	2	0
A1QCKX3XFHS87D	50	1	1
A1QEALCSASM6SH	5	2	1
A1ZI5JS3YJM988	18	10	4
A1QEZZ6OBDS8Z2	8	3	1
A1QG1NBV7DN4K8	16	1	1
A1QH5B7OWLVT41	2	3	0
A1SJVXED706KET	11	15	1
A1QIC1A8IAQ0MN	5	4	0
A1SLIVD0GZXPPP	0	0	1
A1QJ8LR8HC9J7J	26	2	0
A1SCWGCNCHFDTN	47	4	2
A1SMG7Y7V1SWS4	2	1	0
A1QK0OXE68S9F1	3	2	1
A1SODQC363P73P	3	0	1
A1SPN096VJTP8	5	0	1
A1SR7XVZ9SW52D	3	1	3
A1SEESSHPOTSDY	33	1	6
A1QKRL12IUZ0ZP	81	9	1
A1ST52R8NV2AM5	7	0	1
A1SVV6LTKIS0VL	18	3	1
A1SX027FC225MH	11	3	0
A1SGAAFXWS16KB	8	3	2
A1SXVPXWPX47DE	0	2	0
A1SYKLSUERD383	16	1	1
A1SZMO2WCZH32X	1	0	1
A1SH4ZNDYTV7MR	0	1	2
A1T196NV5Z3WD9	88	2	1
A1SJLU8W112C7X	6	1	1
A1SKS2GFKB934F	3	4	0
A1SM3F1FTTEABJ	0	1	0
A1QM2TH24PYMKR	59	18	7
A1T2ZFI8Z86DLW	11	8	0
A1SN0B1U20G786	23	5	1
A1T4JDHJUQPLJE	9	1	2
A1QMZMIKCCNICW	1	3	0
A1T66YX04OW2TI	2	3	0
A1SOQ2V37W75NL	6	2	0
A1T8AQO09TV2AA	0	1	0
A1TUUSQODOPXOE	117	22	8
A1TWE946RUY86T	7	0	1
A1TA8W6Z29BT9E	0	3	1
A1TBM9BTXQ6C60	3	2	0
A1QFU75LNL1RCE	23	14	3
A1TC6MPGJ1ZA3A	8	1	1
A1TDDI9EOKQQA9	2	1	0
A1QGQURLGOPVKQ	2	1	1
A1TER19DQDOUDT	1	1	0
A1ZPKKWT79C6HW	120	13	9
A1QOQBY8HFKAHD	1	5	1
A1TFT72I1BHTDC	2	1	3
A1QQDYV9WK794Q	11	3	0
A1QI5LHI6OMP0R	0	0	2
A1QIIHVGN593VS	3	1	0
A1SQ94ERGHG567	1	3	2
A1QJO5BWBV04OP	1	4	0
A1TH5QDKHC6SFT	79	1	1
A1NJYYLGVK6NIO	132	24	11
A1SS9CP6Q000N5	23	2	1
A1QKG88LRTMD19	14	0	1
A1NM1CUK8J3X7E	8	1	1
A1SU7B87AQGGR7	16	1	1
A1SWEF47PJOEPE	1	0	1
A1QS2SGXKNO1IT	5	0	1
A1QLMFG5R5IFAM	67	4	1
A1QT1MKJ4PQL1P	38	2	0
A1QMVVHVCKDB6Y	4	3	0
A1SXLEEVWC3AWJ	3	3	0
A1QULN7V3LG0FY	8	1	1
A1NNNWPPLUOUPD	2	3	0
A1QWPM55WDSR6O	4	1	1
A1QYKK5OA7YF5F	1	0	1
A1SXYKJCKXPDL1	0	1	1
A1R0CD54AOUW4	1	1	1
A1R276L4D8LY7K	1	1	0
A1TI5B34M9EKYX	61	8	1
A1NOU98I7LCQSH	0	2	1
A1QO2RTT9WAOE7	19	3	0
A1R3XK6HULSDRH	10	3	0
A1NQBJPZEJ8KIC	29	1	1
A1NR76CSKVX1G1	8	0	1
A1R5CD7MT4LZSQ	0	0	2
A1R6N8SYL6LUE8	4	0	1
A1TIXRAH0TVGNV	59	2	1
A1QPH0PY1C5BCD	15	1	2
A1NSLDB0B7K5KG	14	1	2
A1TXRF98SLKL2O	70	24	9
A1NTPVTW4QOQB	1	1	1
A1TZBG4AHPNLSZ	20	0	2
A1NV49Q28KWE5U	17	1	0
A1U1WD0QZA3SRS	5	1	1
A1NX40RCSB2FQL	1	3	0
A1TLKLUASA4KHI	8	6	1
A1NYTS6VR993P0	7	4	0
A1U2VI8HX5ZXC1	6	4	0
A1O0Q1Z8MFIL9D	21	1	1
A1TMDEJ408SWGX	10	4	0
A1O1XSSJ3YN7KB	4	2	0
A1U48KNEIMDF37	51	2	0
A1SYZVB8Y0J2AB	6	7	3
A1TNMO6332HNW0	7	2	1
A1TDQZWRLYO7EI	275	32	5
A1U50H4PR1LEQ7	8	3	0
A1TF6P9O77FOEC	4	1	0
A1O43PE89I55RY	13	1	0
A1O5ANROQ4EO1U	7	4	0
A1TGGNT4GG44JN	15	2	0
A1T01LGIDB3KY4	7	2	1
A1U6AG7NYIZXE9	4	3	0
A1TOUXUEZDNQWP	2	2	1
A1O6HLE6IETDT4	5	1	0
A1U7SJ7UMXCPDA	32	2	1
A1O7IMK0R5L0S0	8	4	0
A1U9ENDMY78O59	0	1	0
A1TPUUYJSCYKLO	20	0	1
A1QRSNEOOZTFGR	134	18	1
A1T2DLWGLAECWC	10	1	1
A1THKGEHU7K5JJ	21	4	3
A1QSJQZC6DPEZY	6	1	1
A1TIMVKMOHPQ8G	7	1	0
A1O9Y2UGUNWFZA	26	2	2
A1QTOJUZA52RLJ	12	1	1
A1UAM55V83KXFG	60	5	1
A1QVW9HAXDNZZB	6	2	0
A1OAVJ0EBH0S5X	4	2	0
A1TK5OMJPJQ3LB	9	2	1
A1QXJII2TOECVI	6	1	1
A1TLUSBCQDK927	120	6	0
A1ZWDTXSH1ZV8E	237	17	9
A1OBL6JXCX1XR9	44	2	1
A1TMKI1UHURSFN	12	2	1
A1TOLPZ35V56EK	0	1	2
A1TP9OAWCNTV9C	11	0	1
A1QZCHPSBXZ1AA	3	1	2
A1UBGRO626PHXT	0	1	2
A1TQ5BN42REAGB	23	4	1
A1TSSXLDRF04LA	8	3	0
A1R1N886Q8ID7O	26	2	0
A1UDO0707L38AX	1	1	0
A1TUMH4P8Z6IL1	25	2	1
A1R3424142NEYJ	15	3	0
A1TW9I4E4HUW6L	8	0	2
A1R4IUX89N7FDM	12	1	2
A1UF01I9WHUF61	16	1	2
A1ODD2SI3CDVLR	1	4	0
A1TXGV8GBPVS28	8	2	1
A204ZW3XHMWXGZ	134	9	3
A1OF0LHQ00YOFC	4	3	0
A207HBXLAPVVOV	28	4	1
A1R6BFD3GEXXJY	11	4	0
A1R8OFZY6CYX7G	122	25	12
A1TRPKDQWEP23V	120	10	12
A1R8CXPR3UCL6T	46	1	1
A1TZ6M7V1ONH7V	7	7	1
A1TTEYGRITZG1J	4	2	1
A1U1LRGF98W73S	0	3	0
A1TVMTF5P8M7MZ	7	0	1
A1R9BQCFG2FJUB	10	2	0
A1RBB2F6X423LA	41	1	0
A20E16H28JYBC6	31	12	3
A1RDC3FAKWAEDK	8	3	1
A1REBK4KRNOB83	7	3	0
A1RAK16OATTV99	4	8	0
A1U2URKMWZP18Y	4	2	1
A1OGDMLN2J0KDX	33	7	1
A1RFMV3UDQGYGW	9	2	1
A1U42SHL9ICT1D	10	4	4
A1OHOFON2HRKID	5	3	0
A1RC68FEG3HCRJ	49	2	0
A1RDQWI6E5DHEI	6	1	1
A1U4YL0DRA1H8T	8	2	2
A1U68EKGUB7AME	6	3	0
A1OIKHAQ3D66HQ	9	2	1
A1REO9708SQ3BG	14	2	1
A1U7ITPI5HO4GX	7	1	1
A1U9C001H5MAFQ	10	0	1
A1RFQLLQ4Q0NFA	0	0	2
A1OJYKMUUUXD1X	22	4	0
A1UA9MEL1175OF	2	2	1
A1UBB37CBD77YL	1	1	1
A1RGV05DY43ESV	8	3	1
A1OKPNUF1EKPT8	10	1	1
A20K0D9XV1O27N	22	34	2
A1UCSX6LQTVDPH	11	0	1
A1RGDKE4C6MOUP	3	1	1
A1RI7WLIGX0SAC	3	1	2
A1RJDJOWBCEZQW	3	1	1
A1RHP5HOL4COQ4	8	0	2
A1OLSW8DPUIQSA	2	1	2
A1UESMTD4CTDFA	21	0	2
A1RJ0HA3NKBYCI	2	1	0
A1TWNOCUFHAQYB	43	6	1
A1TYCUT3Q9QUVV	17	0	1
A1RKVHDTRKV8OC	22	3	1
A1U09IG4057WZE	1	1	1
A1UG3NVI0YGE6G	2	2	2
A1UH8CODMYK21Q	37	1	1
A1RK5TPFRA9LT9	29	2	2
A1OMLOEGBK5GGN	1	2	1
A1RLRI3COEMM0X	6	1	1
A1OOH9GCPKNY75	1	2	0
A1RND5SAZEITOO	11	1	2
A1OPJ4CVX2WQ7S	1	2	0
A20P8TL8I3P87U	51	13	3
A1U2DMPKGL7Z2A	4	1	1
A1OSD8G9I4X656	0	3	0
A1ROQZG14Y9LZO	1	1	2
A1RQG7FXTVWSVB	2	0	1
A20YTSYB64D24I	159	7	3
A1U3F0BQAWCTHQ	0	2	0
A2151UHBYHJ8RG	27	1	1
A1RRJC3PK9UH08	1	3	0
A1RTI1WZAWX925	10	1	0
A218TACFJZS13S	8	1	0
A1OU0BJ4ES57K1	5	2	1
A21DFMX3J51CQ4	6	1	1
A1UIAWRBO3IPIB	49	3	1
A1RVPR6XNR1H6B	20	7	0
A1RM3TW4NRSLC8	141	6	3
A1T3CTSM0B3IZA	137	16	8
A1T55VJSRAXDVQ	4	1	2
A21NIFYU6CQZ8V	66	4	0
A1RO7Y6BAR7ZYD	54	1	1
A1RXDSG1KL0XNM	60	5	1
A1T6YAI6KW4OQ	31	3	2
A1UJEYAS72SP12	4	3	0
A1RZM12WWWO70F	18	1	0
A1RPQOVNYZXN0	8	1	2
A1T9PMD0EFFI7K	0	1	0
A1S0AKVP2VL1V5	2	1	1
A1TAOT9XRDHI72	7	2	1
A1S1UFZS99PH64	12	2	1
A1RQRN8E1SA740	18	1	2
A1RSRB97VNO06I	1	2	1
A1S3577HIRBAIP	17	0	1
A1OVCN7EG720FX	15	5	2
A1S4D35XF943P9	6	1	0
A1S6029MD5QG66	2	2	0
A1S7IHV5T74V0R	10	1	0
A1RUXUL7ENK5XB	6	2	1
A1RWACMU584NMN	11	2	0
A1OWBDQDFRKPQS	8	1	1
A1S8WB1745WB2Y	1	1	0
A1SALWG8W8CYTN	2	1	0
A1OXYO13ZFVVWY	0	4	0
A1SC6R3MG6JP5N	0	2	0
A21XFDCQ5IQBO9	13	6	2
A1RYNMNMUHTMB6	51	3	4
A1SDSS0AFZ907M	4	1	2
A1SFBNRX45VREW	2	1	0
A1U4JWHUO6QDVP	8	8	5
A1UKYKIO8APUZA	96	19	7
A1SGX18EUC84WI	23	2	0
A1UO3KDGD0EIKJ	2	1	0
A1RZW5AHNQ66H2	3	2	4
A1UPKTN0631PKY	11	2	2
A1S0KDHVP7N2MF	3	2	0
A1UGBAB06ML2E6	77	12	1
A1USI76T2QBLFP	5	0	2
A1S2DSOJYSPH6I	24	1	1
A1S37V71PUP922	1	1	1
A1S53IWVMHK2F1	2	1	0
A226MWZAX3Q2C9	26	4	2
A22I6XZPAIDS76	16	5	2
A1UUECNJNG05RQ	11	4	6
A22SF3P1PYOH3N	9	7	2
A1UWP3RLLGJVJX	9	3	2
A1UXH32Z6W4RPN	10	1	1
A1UYZHDJ8R0088	5	1	1
A1U5BRBPMTTGWN	78	10	6
A1U6IJA2VJTCK5	9	1	0
A1TBQR3P026XM1	73	25	0
A1U81VDE3WFO2T	2	2	2
A1UH8M9QALD2LS	14	2	0
A1U9YGMSBCP7XA	17	1	1
A1UIRSEZNQC1BK	7	1	1
A1UB53ENULG1T4	1	0	1
A1TCJ9E30ETLF8	21	1	2
A1UC2HYRZI54PT	4	3	0
A1TDP6SO78XIW0	2	1	0
A1UL2J2RVDBSB7	2	1	1
A1UOI4CX63W1B0	35	1	0
A1UPRXXTKHCA5	10	1	1
A1TF098FU5DIXO	0	2	0
A1USN2GJ1LDS5	10	2	0
